profile_id,strategy,n_claims_checked,n_correct,n_incorrect,n_uncertain,has_checkable_claims,no_errors,error_detail
P0022,zero_shot,0,0,0,0,False,True,
P0022,structured,21,11,8,2,True,False,"CC012: claimed online_shopping_reward_rate=5.0%, actual 4.0%; CC012: claimed grocery_reward_rate=4.0%, actual 2.0%; CC012: claimed grocery_reward_rate=3.0%, actual 2.0%; CC016: claimed online_shopping_reward_rate=5.0%, actual 3.0%; CC016: claimed grocery_reward_rate=4.0%, actual 3.0%; CC017: claimed online_shopping_reward_rate=5.0%, actual 0.0%; CC017: claimed grocery_reward_rate=4.0%, actual 1.0%; CC017: claimed grocery_reward_rate=3.0%, actual 1.0%"
P0022,few_shot,0,0,0,0,False,True,
P0023,zero_shot,0,0,0,0,False,True,
P0023,structured,3,3,0,0,True,True,
P0023,few_shot,0,0,0,0,False,True,
P0024,zero_shot,0,0,0,0,False,True,
P0024,structured,3,3,0,0,True,True,
P0024,few_shot,0,0,0,0,False,True,
P0025,zero_shot,0,0,0,0,False,True,
P0025,structured,3,3,0,0,True,True,
P0025,few_shot,0,0,0,0,False,True,
P0026,zero_shot,0,0,0,0,False,True,
P0026,structured,3,3,0,0,True,True,
P0026,few_shot,0,0,0,0,False,True,
P0027,zero_shot,0,0,0,0,False,True,
P0027,structured,3,3,0,0,True,True,
P0027,few_shot,0,0,0,0,False,True,
P0028,zero_shot,0,0,0,0,False,True,
P0028,structured,3,3,0,0,True,True,
P0028,few_shot,0,0,0,0,False,True,
P0029,zero_shot,0,0,0,0,False,True,
P0029,structured,3,3,0,0,True,True,
P0029,few_shot,0,0,0,0,False,True,
P0030,zero_shot,0,0,0,0,False,True,
P0030,structured,3,3,0,0,True,True,
P0030,few_shot,0,0,0,0,False,True,
P0031,zero_shot,0,0,0,0,False,True,
P0031,structured,3,3,0,0,True,True,
P0031,few_shot,0,0,0,0,False,True,
P0032,zero_shot,0,0,0,0,False,True,
P0032,structured,3,3,0,0,True,True,
P0032,few_shot,0,0,0,0,False,True,
P0033,zero_shot,0,0,0,0,False,True,
P0033,structured,21,12,7,2,True,False,"CC012: claimed online_shopping_reward_rate=3.0%, actual 4.0%; CC012: claimed grocery_reward_rate=4.0%, actual 2.0%; CC012: claimed grocery_reward_rate=3.0%, actual 2.0%; CC016: claimed grocery_reward_rate=4.0%, actual 3.0%; CC017: claimed online_shopping_reward_rate=3.0%, actual 0.0%; CC017: claimed grocery_reward_rate=4.0%, actual 1.0%; CC017: claimed grocery_reward_rate=3.0%, actual 1.0%"
P0033,few_shot,0,0,0,0,False,True,
P0034,zero_shot,0,0,0,0,False,True,
P0034,structured,3,3,0,0,True,True,
P0034,few_shot,0,0,0,0,False,True,
P0035,zero_shot,0,0,0,0,False,True,
P0035,structured,12,12,0,0,True,True,
P0035,few_shot,0,0,0,0,False,True,
P0036,zero_shot,0,0,0,0,False,True,
P0036,structured,3,3,0,0,True,True,
P0036,few_shot,0,0,0,0,False,True,
P0037,zero_shot,0,0,0,0,False,True,
P0037,structured,3,3,0,0,True,True,
P0037,few_shot,0,0,0,0,False,True,
P0038,zero_shot,0,0,0,0,False,True,
P0038,structured,3,3,0,0,True,True,
P0038,few_shot,0,0,0,0,False,True,
P0039,zero_shot,0,0,0,0,False,True,
P0039,structured,3,3,0,0,True,True,
P0039,few_shot,0,0,0,0,False,True,
P0040,zero_shot,0,0,0,0,False,True,
P0040,structured,3,3,0,0,True,True,
P0040,few_shot,0,0,0,0,False,True,
P0041,zero_shot,0,0,0,0,False,True,
P0041,structured,3,3,0,0,True,True,
P0041,few_shot,0,0,0,0,False,True,
P0042,zero_shot,0,0,0,0,False,True,
P0042,structured,3,3,0,0,True,True,
P0042,few_shot,0,0,0,0,False,True,
P0043,zero_shot,0,0,0,0,False,True,
P0043,structured,3,3,0,0,True,True,
P0043,few_shot,0,0,0,0,False,True,
P0044,zero_shot,0,0,0,0,False,True,
P0044,structured,3,3,0,0,True,True,
P0044,few_shot,0,0,0,0,False,True,
P0045,zero_shot,0,0,0,0,False,True,
P0045,structured,3,3,0,0,True,True,
P0045,few_shot,0,0,0,0,False,True,
P0046,zero_shot,0,0,0,0,False,True,
P0046,structured,3,3,0,0,True,True,
P0046,few_shot,0,0,0,0,False,True,
P0047,zero_shot,0,0,0,0,False,True,
P0047,structured,3,3,0,0,True,True,
P0047,few_shot,0,0,0,0,False,True,
P0048,zero_shot,0,0,0,0,False,True,
P0048,structured,3,3,0,0,True,True,
P0048,few_shot,0,0,0,0,False,True,
P0049,zero_shot,0,0,0,0,False,True,
P0049,structured,3,3,0,0,True,True,
P0049,few_shot,0,0,0,0,False,True,
P0050,zero_shot,0,0,0,0,False,True,
P0050,structured,3,3,0,0,True,True,
P0050,few_shot,0,0,0,0,False,True,
P0051,zero_shot,0,0,0,0,False,True,
P0051,structured,3,3,0,0,True,True,
P0051,few_shot,0,0,0,0,False,True,
P0052,zero_shot,0,0,0,0,False,True,
P0052,structured,3,3,0,0,True,True,
P0052,few_shot,0,0,0,0,False,True,
P0053,zero_shot,0,0,0,0,False,True,
P0053,structured,3,3,0,0,True,True,
P0053,few_shot,0,0,0,0,False,True,
P0054,zero_shot,0,0,0,0,False,True,
P0054,structured,3,3,0,0,True,True,
P0054,few_shot,0,0,0,0,False,True,
P0055,zero_shot,0,0,0,0,False,True,
P0055,structured,3,3,0,0,True,True,
P0055,few_shot,0,0,0,0,False,True,
P0056,zero_shot,0,0,0,0,False,True,
P0056,structured,3,3,0,0,True,True,
P0056,few_shot,0,0,0,0,False,True,
P0057,zero_shot,0,0,0,0,False,True,
P0057,structured,3,3,0,0,True,True,
P0057,few_shot,0,0,0,0,False,True,
P0058,zero_shot,0,0,0,0,False,True,
P0058,structured,3,3,0,0,True,True,
P0058,few_shot,0,0,0,0,False,True,
P0059,zero_shot,0,0,0,0,False,True,
P0059,structured,3,3,0,0,True,True,
P0059,few_shot,0,0,0,0,False,True,
P0060,zero_shot,0,0,0,0,False,True,
P0060,structured,6,6,0,0,True,True,
P0060,few_shot,0,0,0,0,False,True,
P0061,zero_shot,0,0,0,0,False,True,
P0061,structured,3,3,0,0,True,True,
P0061,few_shot,0,0,0,0,False,True,
P0062,zero_shot,0,0,0,0,False,True,
P0062,structured,3,3,0,0,True,True,
P0062,few_shot,0,0,0,0,False,True,
P0063,zero_shot,0,0,0,0,False,True,
P0063,structured,3,3,0,0,True,True,
P0063,few_shot,0,0,0,0,False,True,
P0064,zero_shot,0,0,0,0,False,True,
P0064,structured,3,3,0,0,True,True,
P0064,few_shot,0,0,0,0,False,True,
P0065,zero_shot,0,0,0,0,False,True,
P0065,structured,3,3,0,0,True,True,
P0065,few_shot,0,0,0,0,False,True,
P0066,zero_shot,0,0,0,0,False,True,
P0066,structured,3,3,0,0,True,True,
P0066,few_shot,0,0,0,0,False,True,
P0067,zero_shot,0,0,0,0,False,True,
P0067,structured,6,4,2,0,True,False,"CC012: claimed dining_reward_rate=2.0%, actual 1.0%; CC015: claimed dining_reward_rate=2.0%, actual 3.0%"
P0067,few_shot,0,0,0,0,False,True,
P0068,zero_shot,0,0,0,0,False,True,
P0068,structured,3,3,0,0,True,True,
P0068,few_shot,0,0,0,0,False,True,
P0069,zero_shot,0,0,0,0,False,True,
P0069,structured,3,3,0,0,True,True,
P0069,few_shot,0,0,0,0,False,True,
P0070,zero_shot,0,0,0,0,False,True,
P0070,structured,3,3,0,0,True,True,
P0070,few_shot,0,0,0,0,False,True,
P0071,zero_shot,0,0,0,0,False,True,
P0071,structured,3,3,0,0,True,True,
P0071,few_shot,0,0,0,0,False,True,
P0072,zero_shot,0,0,0,0,False,True,
P0072,structured,3,3,0,0,True,True,
P0072,few_shot,0,0,0,0,False,True,
P0073,zero_shot,0,0,0,0,False,True,
P0073,structured,3,3,0,0,True,True,
P0073,few_shot,0,0,0,0,False,True,
P0074,zero_shot,0,0,0,0,False,True,
P0074,structured,3,3,0,0,True,True,
P0074,few_shot,0,0,0,0,False,True,
P0075,zero_shot,0,0,0,0,False,True,
P0075,structured,3,3,0,0,True,True,
P0075,few_shot,0,0,0,0,False,True,
P0076,zero_shot,0,0,0,0,False,True,
P0076,structured,3,3,0,0,True,True,
P0076,few_shot,0,0,0,0,False,True,
P0077,zero_shot,0,0,0,0,False,True,
P0077,structured,18,9,4,5,True,False,"CC007: claimed annual fee £125.0, actual £0.0; CC007: claimed travel_reward_rate=2.0%, actual 1.5%; CC008: claimed travel_reward_rate=2.0%, actual 1.0%; CC013: claimed annual fee £125.0, actual £0.0"
P0077,few_shot,0,0,0,0,False,True,
P0078,zero_shot,0,0,0,0,False,True,
P0078,structured,27,12,10,5,True,False,"CC008: claimed annual fee £30.0, actual £125.0; CC008: claimed travel_reward_rate=4.0%, actual 1.0%; CC008: claimed travel_reward_rate=3.0%, actual 1.0%; CC015: claimed annual fee £30.0, actual £0.0; CC015: claimed annual fee £125.0, actual £0.0; CC015: claimed travel_reward_rate=4.0%, actual 2.0%; CC015: claimed travel_reward_rate=3.0%, actual 2.0%; CC018: claimed annual fee £125.0, actual £30.0; CC018: claimed travel_reward_rate=4.0%, actual 5.0%; CC018: claimed travel_reward_rate=3.0%, actual 5.0%"
P0078,few_shot,0,0,0,0,False,True,
P0079,zero_shot,0,0,0,0,False,True,
P0079,structured,18,9,3,6,True,False,"CC007: claimed annual fee £125.0, actual £0.0; CC008: claimed annual fee £0.0, actual £125.0; CC013: claimed annual fee £125.0, actual £0.0"
P0079,few_shot,0,0,0,0,False,True,
P0080,zero_shot,0,0,0,0,False,True,
P0080,structured,6,5,0,1,True,True,
P0080,few_shot,0,0,0,0,False,True,
P0081,zero_shot,0,0,0,0,False,True,
P0081,structured,18,9,4,5,True,False,"CC007: claimed annual fee £125.0, actual £0.0; CC007: claimed travel_reward_rate=2.0%, actual 1.5%; CC008: claimed travel_reward_rate=2.0%, actual 1.0%; CC013: claimed annual fee £125.0, actual £0.0"
P0081,few_shot,0,0,0,0,False,True,
P0082,zero_shot,0,0,0,0,False,True,
P0082,structured,15,8,2,5,True,False,"CC007: claimed annual fee £125.0, actual £0.0; CC013: claimed annual fee £125.0, actual £0.0"
P0082,few_shot,0,0,0,0,False,True,
P0083,zero_shot,0,0,0,0,False,True,
P0083,structured,6,4,0,2,True,True,
P0083,few_shot,0,0,0,0,False,True,
P0084,zero_shot,0,0,0,0,False,True,
P0084,structured,9,6,2,1,True,False,"CC007: claimed annual fee £125.0, actual £0.0; CC013: claimed annual fee £125.0, actual £0.0"
P0084,few_shot,0,0,0,0,False,True,
P0085,zero_shot,0,0,0,0,False,True,
P0085,structured,6,4,2,0,True,False,"CC007: claimed annual fee £125.0, actual £0.0; CC013: claimed annual fee £125.0, actual £0.0"
P0085,few_shot,0,0,0,0,False,True,
P0086,zero_shot,0,0,0,0,False,True,
P0086,structured,6,4,2,0,True,False,"CC007: claimed annual fee £125.0, actual £0.0; CC013: claimed annual fee £125.0, actual £0.0"
P0086,few_shot,0,0,0,0,False,True,
P0087,zero_shot,0,0,0,0,False,True,
P0087,structured,27,13,12,2,True,False,"CC008: claimed grocery_reward_rate=1.0%, actual 2.0%; CC008: claimed grocery_reward_rate=3.0%, actual 2.0%; CC008: claimed fuel_reward_rate=3.0%, actual 0.0%; CC008: claimed fuel_reward_rate=4.0%, actual 0.0%; CC012: claimed grocery_reward_rate=1.0%, actual 2.0%; CC012: claimed grocery_reward_rate=3.0%, actual 2.0%; CC012: claimed fuel_reward_rate=3.0%, actual 5.0%; CC012: claimed fuel_reward_rate=4.0%, actual 5.0%; CC015: claimed grocery_reward_rate=1.0%, actual 5.0%; CC015: claimed grocery_reward_rate=3.0%, actual 5.0%; CC015: claimed grocery_reward_rate=2.0%, actual 5.0%; CC015: claimed fuel_reward_rate=4.0%, actual 3.0%"
P0087,few_shot,0,0,0,0,False,True,
P0088,zero_shot,0,0,0,0,False,True,
P0088,structured,12,7,2,3,True,False,"CC007: claimed annual fee £125.0, actual £0.0; CC013: claimed annual fee £125.0, actual £0.0"
P0088,few_shot,0,0,0,0,False,True,
P0089,zero_shot,0,0,0,0,False,True,
P0089,structured,6,4,2,0,True,False,"CC015: claimed annual fee £30.0, actual £0.0; CC016: claimed annual fee £30.0, actual £0.0"
P0089,few_shot,0,0,0,0,False,True,
P0090,zero_shot,0,0,0,0,False,True,
P0090,structured,18,8,4,6,True,False,"CC007: claimed annual fee £125.0, actual £0.0; CC007: claimed annual fee £125.0, actual £0.0; CC013: claimed annual fee £125.0, actual £0.0; CC013: claimed annual fee £125.0, actual £0.0"
P0090,few_shot,0,0,0,0,False,True,
P0091,zero_shot,0,0,0,0,False,True,
P0091,structured,12,7,2,3,True,False,"CC007: claimed annual fee £125.0, actual £0.0; CC013: claimed annual fee £125.0, actual £0.0"
P0091,few_shot,0,0,0,0,False,True,
P0092,zero_shot,0,0,0,0,False,True,
P0092,structured,6,4,2,0,True,False,"CC007: claimed annual fee £125.0, actual £0.0; CC013: claimed annual fee £125.0, actual £0.0"
P0092,few_shot,0,0,0,0,False,True,
P0093,zero_shot,0,0,0,0,False,True,
P0093,structured,12,7,2,3,True,False,"CC007: claimed annual fee £125.0, actual £0.0; CC013: claimed annual fee £125.0, actual £0.0"
P0093,few_shot,0,0,0,0,False,True,
P0094,zero_shot,0,0,0,0,False,True,
P0094,structured,15,7,6,2,True,False,"CC007: claimed annual fee £125.0, actual £0.0; CC007: claimed travel_reward_rate=2.0%, actual 1.5%; CC008: claimed travel_reward_rate=2.0%, actual 1.0%; CC008: claimed travel_reward_rate=1.5%, actual 1.0%; CC013: claimed annual fee £125.0, actual £0.0; CC013: claimed travel_reward_rate=1.5%, actual 2.0%"
P0094,few_shot,0,0,0,0,False,True,
P0095,zero_shot,0,0,0,0,False,True,
P0095,structured,12,6,0,6,True,True,
P0095,few_shot,0,0,0,0,False,True,
P0096,zero_shot,0,0,0,0,False,True,
P0096,structured,21,9,4,8,True,False,"CC007: claimed annual fee £125.0, actual £0.0; CC007: claimed annual fee £125.0, actual £0.0; CC013: claimed annual fee £125.0, actual £0.0; CC013: claimed annual fee £125.0, actual £0.0"
P0096,few_shot,0,0,0,0,False,True,
P0097,zero_shot,0,0,0,0,False,True,
P0097,structured,6,4,2,0,True,False,"CC007: claimed annual fee £125.0, actual £0.0; CC013: claimed annual fee £125.0, actual £0.0"
P0097,few_shot,0,0,0,0,False,True,
P0098,zero_shot,0,0,0,0,False,True,
P0098,structured,12,6,5,1,True,False,"CC007: claimed grocery_reward_rate=1.0%, actual 0.0%; CC008: claimed grocery_reward_rate=1.0%, actual 2.0%; CC008: claimed travel_reward_rate=1.5%, actual 1.0%; CC018: claimed grocery_reward_rate=1.0%, actual 4.0%; CC018: claimed travel_reward_rate=1.5%, actual 5.0%"
P0098,few_shot,0,0,0,0,False,True,
P0099,zero_shot,0,0,0,0,False,True,
P0099,structured,12,7,2,3,True,False,"CC007: claimed annual fee £125.0, actual £0.0; CC013: claimed annual fee £125.0, actual £0.0"
P0099,few_shot,0,0,0,0,False,True,
P0100,zero_shot,0,0,0,0,False,True,
P0100,structured,3,3,0,0,True,True,
P0100,few_shot,0,0,0,0,False,True,
P0101,zero_shot,0,0,0,0,False,True,
P0101,structured,18,11,4,3,True,False,"CC007: claimed annual fee £125.0, actual £0.0; CC008: claimed annual fee £0.0, actual £125.0; CC008: claimed annual fee £0.0, actual £125.0; CC013: claimed annual fee £125.0, actual £0.0"
P0101,few_shot,0,0,0,0,False,True,
P0102,zero_shot,0,0,0,0,False,True,
P0102,structured,12,7,2,3,True,False,"CC007: claimed annual fee £125.0, actual £0.0; CC013: claimed annual fee £125.0, actual £0.0"
P0102,few_shot,0,0,0,0,False,True,
P0103,zero_shot,0,0,0,0,False,True,
P0103,structured,3,3,0,0,True,True,
P0103,few_shot,0,0,0,0,False,True,
P0104,zero_shot,0,0,0,0,False,True,
P0104,structured,18,8,4,6,True,False,"CC007: claimed annual fee £125.0, actual £0.0; CC007: claimed annual fee £125.0, actual £0.0; CC013: claimed annual fee £125.0, actual £0.0; CC013: claimed annual fee £125.0, actual £0.0"
P0104,few_shot,0,0,0,0,False,True,
P0105,zero_shot,0,0,0,0,False,True,
P0105,structured,15,8,2,5,True,False,"CC007: claimed annual fee £125.0, actual £0.0; CC013: claimed annual fee £125.0, actual £0.0"
P0105,few_shot,0,0,0,0,False,True,
P0106,zero_shot,0,0,0,0,False,True,
P0106,structured,6,6,0,0,True,True,
P0106,few_shot,0,0,0,0,False,True,
P0107,zero_shot,0,0,0,0,False,True,
P0107,structured,12,7,2,3,True,False,"CC007: claimed annual fee £125.0, actual £0.0; CC013: claimed annual fee £125.0, actual £0.0"
P0107,few_shot,0,0,0,0,False,True,
P0108,zero_shot,0,0,0,0,False,True,
P0108,structured,18,8,4,6,True,False,"CC007: claimed annual fee £125.0, actual £0.0; CC007: claimed annual fee £125.0, actual £0.0; CC013: claimed annual fee £125.0, actual £0.0; CC013: claimed annual fee £125.0, actual £0.0"
P0108,few_shot,0,0,0,0,False,True,
P0109,zero_shot,0,0,0,0,False,True,
P0109,structured,15,6,5,4,True,False,"CC007: claimed annual fee £30.0, actual £0.0; CC007: claimed grocery_reward_rate=1.0%, actual 0.0%; CC008: claimed annual fee £30.0, actual £125.0; CC008: claimed grocery_reward_rate=1.0%, actual 2.0%; CC018: claimed grocery_reward_rate=1.0%, actual 4.0%"
P0109,few_shot,0,0,0,0,False,True,
P0110,zero_shot,0,0,0,0,False,True,
P0110,structured,15,8,2,5,True,False,"CC007: claimed annual fee £125.0, actual £0.0; CC013: claimed annual fee £125.0, actual £0.0"
P0110,few_shot,0,0,0,0,False,True,
P0111,zero_shot,0,0,0,0,False,True,
P0111,structured,12,7,2,3,True,False,"CC007: claimed annual fee £125.0, actual £0.0; CC013: claimed annual fee £125.0, actual £0.0"
P0111,few_shot,0,0,0,0,False,True,
P0112,zero_shot,0,0,0,0,False,True,
P0112,structured,12,7,2,3,True,False,"CC007: claimed annual fee £125.0, actual £0.0; CC013: claimed annual fee £125.0, actual £0.0"
P0112,few_shot,0,0,0,0,False,True,
P0113,zero_shot,0,0,0,0,False,True,
P0113,structured,12,7,2,3,True,False,"CC007: claimed annual fee £125.0, actual £0.0; CC013: claimed annual fee £125.0, actual £0.0"
P0113,few_shot,0,0,0,0,False,True,
P0114,zero_shot,0,0,0,0,False,True,
P0114,structured,6,3,0,3,True,True,
P0114,few_shot,0,0,0,0,False,True,
P0115,zero_shot,0,0,0,0,False,True,
P0115,structured,3,3,0,0,True,True,
P0115,few_shot,0,0,0,0,False,True,
P0116,zero_shot,0,0,0,0,False,True,
P0116,structured,12,12,0,0,True,True,
P0116,few_shot,0,0,0,0,False,True,
P0117,zero_shot,0,0,0,0,False,True,
P0117,structured,3,3,0,0,True,True,
P0117,few_shot,0,0,0,0,False,True,
P0118,zero_shot,0,0,0,0,False,True,
P0118,structured,3,3,0,0,True,True,
P0118,few_shot,0,0,0,0,False,True,
P0119,zero_shot,0,0,0,0,False,True,
P0119,structured,3,3,0,0,True,True,
P0119,few_shot,0,0,0,0,False,True,
P0120,zero_shot,0,0,0,0,False,True,
P0120,structured,3,3,0,0,True,True,
P0120,few_shot,0,0,0,0,False,True,
P0121,zero_shot,0,0,0,0,False,True,
P0121,structured,3,3,0,0,True,True,
P0121,few_shot,0,0,0,0,False,True,
P0122,zero_shot,0,0,0,0,False,True,
P0122,structured,3,3,0,0,True,True,
P0122,few_shot,0,0,0,0,False,True,
P0123,zero_shot,0,0,0,0,False,True,
P0123,structured,3,3,0,0,True,True,
P0123,few_shot,0,0,0,0,False,True,
P0124,zero_shot,0,0,0,0,False,True,
P0124,structured,3,3,0,0,True,True,
P0124,few_shot,0,0,0,0,False,True,
P0125,zero_shot,0,0,0,0,False,True,
P0125,structured,3,3,0,0,True,True,
P0125,few_shot,0,0,0,0,False,True,
P0126,zero_shot,0,0,0,0,False,True,
P0126,structured,3,3,0,0,True,True,
P0126,few_shot,0,0,0,0,False,True,
P0127,zero_shot,0,0,0,0,False,True,
P0127,structured,3,3,0,0,True,True,
P0127,few_shot,0,0,0,0,False,True,
P0128,zero_shot,0,0,0,0,False,True,
P0128,structured,3,3,0,0,True,True,
P0128,few_shot,0,0,0,0,False,True,
P0129,zero_shot,0,0,0,0,False,True,
P0129,structured,3,3,0,0,True,True,
P0129,few_shot,0,0,0,0,False,True,
P0130,zero_shot,0,0,0,0,False,True,
P0130,structured,3,3,0,0,True,True,
P0130,few_shot,0,0,0,0,False,True,
P0131,zero_shot,0,0,0,0,False,True,
P0131,structured,3,3,0,0,True,True,
P0131,few_shot,0,0,0,0,False,True,
P0132,zero_shot,0,0,0,0,False,True,
P0132,structured,3,3,0,0,True,True,
P0132,few_shot,0,0,0,0,False,True,
P0133,zero_shot,0,0,0,0,False,True,
P0133,structured,3,3,0,0,True,True,
P0133,few_shot,0,0,0,0,False,True,
P0134,zero_shot,0,0,0,0,False,True,
P0134,structured,6,4,2,0,True,False,"CC012: claimed annual fee £30.0, actual £0.0; CC016: claimed annual fee £30.0, actual £0.0"
P0134,few_shot,0,0,0,0,False,True,
P0135,zero_shot,0,0,0,0,False,True,
P0135,structured,3,3,0,0,True,True,
P0135,few_shot,0,0,0,0,False,True,
P0136,zero_shot,0,0,0,0,False,True,
P0136,structured,3,3,0,0,True,True,
P0136,few_shot,0,0,0,0,False,True,
P0137,zero_shot,0,0,0,0,False,True,
P0137,structured,3,3,0,0,True,True,
P0137,few_shot,0,0,0,0,False,True,
P0138,zero_shot,0,0,0,0,False,True,
P0138,structured,3,3,0,0,True,True,
P0138,few_shot,0,0,0,0,False,True,
P0139,zero_shot,0,0,0,0,False,True,
P0139,structured,6,4,2,0,True,False,"CC012: claimed annual fee £30.0, actual £0.0; CC016: claimed annual fee £30.0, actual £0.0"
P0139,few_shot,0,0,0,0,False,True,
P0140,zero_shot,0,0,0,0,False,True,
P0140,structured,3,3,0,0,True,True,
P0140,few_shot,0,0,0,0,False,True,
P0141,zero_shot,0,0,0,0,False,True,
P0141,structured,3,3,0,0,True,True,
P0141,few_shot,0,0,0,0,False,True,
P0142,zero_shot,0,0,0,0,False,True,
P0142,structured,3,3,0,0,True,True,
P0142,few_shot,0,0,0,0,False,True,
P0143,zero_shot,0,0,0,0,False,True,
P0143,structured,3,3,0,0,True,True,
P0143,few_shot,0,0,0,0,False,True,
P0144,zero_shot,0,0,0,0,False,True,
P0144,structured,3,3,0,0,True,True,
P0144,few_shot,0,0,0,0,False,True,
P0145,zero_shot,0,0,0,0,False,True,
P0145,structured,3,3,0,0,True,True,
P0145,few_shot,0,0,0,0,False,True,
P0146,zero_shot,0,0,0,0,False,True,
P0146,structured,6,4,2,0,True,False,"CC012: claimed annual fee £30.0, actual £0.0; CC016: claimed annual fee £30.0, actual £0.0"
P0146,few_shot,0,0,0,0,False,True,
P0147,zero_shot,0,0,0,0,False,True,
P0147,structured,3,3,0,0,True,True,
P0147,few_shot,0,0,0,0,False,True,
P0148,zero_shot,0,0,0,0,False,True,
P0148,structured,3,3,0,0,True,True,
P0148,few_shot,0,0,0,0,False,True,
P0149,zero_shot,0,0,0,0,False,True,
P0149,structured,3,3,0,0,True,True,
P0149,few_shot,0,0,0,0,False,True,
P0150,zero_shot,0,0,0,0,False,True,
P0150,structured,3,3,0,0,True,True,
P0150,few_shot,0,0,0,0,False,True,
P0151,zero_shot,0,0,0,0,False,True,
P0151,structured,3,3,0,0,True,True,
P0151,few_shot,0,0,0,0,False,True,
P0152,zero_shot,0,0,0,0,False,True,
P0152,structured,3,3,0,0,True,True,
P0152,few_shot,0,0,0,0,False,True,
P0153,zero_shot,0,0,0,0,False,True,
P0153,structured,3,3,0,0,True,True,
P0153,few_shot,0,0,0,0,False,True,
P0154,zero_shot,0,0,0,0,False,True,
P0154,structured,3,3,0,0,True,True,
P0154,few_shot,0,0,0,0,False,True,
P0155,zero_shot,0,0,0,0,False,True,
P0155,structured,3,3,0,0,True,True,
P0155,few_shot,0,0,0,0,False,True,
P0156,zero_shot,0,0,0,0,False,True,
P0156,structured,3,3,0,0,True,True,
P0156,few_shot,0,0,0,0,False,True,
P0157,zero_shot,0,0,0,0,False,True,
P0157,structured,3,3,0,0,True,True,
P0157,few_shot,0,0,0,0,False,True,
P0158,zero_shot,0,0,0,0,False,True,
P0158,structured,12,3,9,0,True,False,"CC012: claimed fuel_reward_rate=0.0%, actual 5.0%; CC012: claimed grocery_reward_rate=0.0%, actual 2.0%; CC012: claimed grocery_reward_rate=0.0%, actual 2.0%; CC015: claimed fuel_reward_rate=0.0%, actual 3.0%; CC015: claimed grocery_reward_rate=0.0%, actual 5.0%; CC015: claimed grocery_reward_rate=0.0%, actual 5.0%; CC016: claimed fuel_reward_rate=0.0%, actual 4.0%; CC016: claimed grocery_reward_rate=0.0%, actual 3.0%; CC016: claimed grocery_reward_rate=0.0%, actual 3.0%"
P0158,few_shot,0,0,0,0,False,True,
